kind,source,target,reason
move,C:\Users\Admin\Documents\Language\Chinese Mandarine Complete Fluency Course. Daily Life - 2014\GMS\GLOSSIKA-DAILY-ENZH-18C.mp3,C:\Users\Admin\Documents\Language\Glossika\Chinese\Daily Life\Glossika Chinese Daily Life 18\Audio\GLOSSIKA-DAILY-ENZH-18C.mp3,move Daily Life lesson audio
move,C:\Users\Admin\Documents\Language\Chinese Mandarine Complete Fluency Course. Daily Life - 2014\Books\GLOSSIKA-DAILY-ENZH-19.unlocked.pdf,C:\Users\Admin\Documents\Language\Glossika\Chinese\Daily Life\Glossika Chinese Daily Life 19\Glossika Chinese Daily Life 19.pdf,rename Daily Life lesson PDF
move,C:\Users\Admin\Documents\Language\Chinese Mandarine Complete Fluency Course. Daily Life - 2014\GMS\GLOSSIKA-DAILY-ENZH-19A.mp3,C:\Users\Admin\Documents\Language\Glossika\Chinese\Daily Life\Glossika Chinese Daily Life 19\Audio\GLOSSIKA-DAILY-ENZH-19A.mp3,move Daily Life lesson audio
move,C:\Users\Admin\Documents\Language\Chinese Mandarine Complete Fluency Course. Daily Life - 2014\GMS\GLOSSIKA-DAILY-ENZH-19B.mp3,C:\Users\Admin\Documents\Language\Glossika\Chinese\Daily Life\Glossika Chinese Daily Life 19\Audio\GLOSSIKA-DAILY-ENZH-19B.mp3,move Daily Life lesson audio
move,C:\Users\Admin\Documents\Language\Chinese Mandarine Complete Fluency Course. Daily Life - 2014\GMS\GLOSSIKA-DAILY-ENZH-19C.mp3,C:\Users\Admin\Documents\Language\Glossika\Chinese\Daily Life\Glossika Chinese Daily Life 19\Audio\GLOSSIKA-DAILY-ENZH-19C.mp3,move Daily Life lesson audio
move,C:\Users\Admin\Documents\Language\Chinese Mandarine Complete Fluency Course. Daily Life - 2014\Books\GLOSSIKA-DAILY-ENZH-20.unlocked.pdf,C:\Users\Admin\Documents\Language\Glossika\Chinese\Daily Life\Glossika Chinese Daily Life 20\Glossika Chinese Daily Life 20.pdf,rename Daily Life lesson PDF
move,C:\Users\Admin\Documents\Language\Chinese Mandarine Complete Fluency Course. Daily Life - 2014\GMS\GLOSSIKA-DAILY-ENZH-20A.mp3,C:\Users\Admin\Documents\Language\Glossika\Chinese\Daily Life\Glossika Chinese Daily Life 20\Audio\GLOSSIKA-DAILY-ENZH-20A.mp3,move Daily Life lesson audio
move,C:\Users\Admin\Documents\Language\Chinese Mandarine Complete Fluency Course. Daily Life - 2014\GMS\GLOSSIKA-DAILY-ENZH-20B.mp3,C:\Users\Admin\Documents\Language\Glossika\Chinese\Daily Life\Glossika Chinese Daily Life 20\Audio\GLOSSIKA-DAILY-ENZH-20B.mp3,move Daily Life lesson audio
move,C:\Users\Admin\Documents\Language\Chinese Mandarine Complete Fluency Course. Daily Life - 2014\GMS\GLOSSIKA-DAILY-ENZH-20C.mp3,C:\Users\Admin\Documents\Language\Glossika\Chinese\Daily Life\Glossika Chinese Daily Life 20\Audio\GLOSSIKA-DAILY-ENZH-20C.mp3,move Daily Life lesson audio
move,"C:\Users\Admin\Documents\Language\Campbell M., Shirakawa - Japanese Complete Fluency Course - 2015\1\Campbell M., Shirakawa - Japanese Complete Fluency Course 1 - 2015.pdf",C:\Users\Admin\Documents\Language\Glossika\Japanese\Complete Fluency\Glossika Japanese Complete Fluency 1\Glossika Japanese Complete Fluency 1.pdf,rename Japanese Complete Fluency PDF
move,"C:\Users\Admin\Documents\Language\Campbell M., Shirakawa - Japanese Complete Fluency Course - 2015\1\Audio 1",C:\Users\Admin\Documents\Language\Glossika\Japanese\Complete Fluency\Glossika Japanese Complete Fluency 1\Audio\Audio 1,move Japanese Audio 1
move,"C:\Users\Admin\Documents\Language\Campbell M., Shirakawa - Japanese Complete Fluency Course - 2015\1\Audio 2",C:\Users\Admin\Documents\Language\Glossika\Japanese\Complete Fluency\Glossika Japanese Complete Fluency 1\Audio\Audio 2,move Japanese Audio 2
move,"C:\Users\Admin\Documents\Language\Campbell M., Shirakawa - Japanese Complete Fluency Course - 2015\2\Campbell M., Shirakawa - Japanese Complete Fluency Course 2 - 2015.pdf",C:\Users\Admin\Documents\Language\Glossika\Japanese\Complete Fluency\Glossika Japanese Complete Fluency 2\Glossika Japanese Complete Fluency 2.pdf,rename Japanese Complete Fluency PDF
move,"C:\Users\Admin\Documents\Language\Campbell M., Shirakawa - Japanese Complete Fluency Course - 2015\2\Audio 1",C:\Users\Admin\Documents\Language\Glossika\Japanese\Complete Fluency\Glossika Japanese Complete Fluency 2\Audio\Audio 1,move Japanese Audio 1
move,"C:\Users\Admin\Documents\Language\Campbell M., Shirakawa - Japanese Complete Fluency Course - 2015\2\Audio 2",C:\Users\Admin\Documents\Language\Glossika\Japanese\Complete Fluency\Glossika Japanese Complete Fluency 2\Audio\Audio 2,move Japanese Audio 2
move,"C:\Users\Admin\Documents\Language\Campbell M., Shirakawa - Japanese Complete Fluency Course - 2015\3\Campbell M., Shirakawa - Japanese Complete Fluency Course 3 - 2015.pdf",C:\Users\Admin\Documents\Language\Glossika\Japanese\Complete Fluency\Glossika Japanese Complete Fluency 3\Glossika Japanese Complete Fluency 3.pdf,rename Japanese Complete Fluency PDF
move,"C:\Users\Admin\Documents\Language\Campbell M., Shirakawa - Japanese Complete Fluency Course - 2015\3\Audio 1",C:\Users\Admin\Documents\Language\Glossika\Japanese\Complete Fluency\Glossika Japanese Complete Fluency 3\Audio\Audio 1,move Japanese Audio 1
move,"C:\Users\Admin\Documents\Language\Campbell M., Shirakawa - Japanese Complete Fluency Course - 2015\3\Audio 2",C:\Users\Admin\Documents\Language\Glossika\Japanese\Complete Fluency\Glossika Japanese Complete Fluency 3\Audio\Audio 2,move Japanese Audio 2
move,"C:\Users\Admin\Documents\Language\Campbell M., Dahye J. - Glossika Korean. Complete Fluency Course - 2016\1\Campbell M., Dahye J. - Glossika Korean. Complete Fluency Course 1 - 2016.pdf",C:\Users\Admin\Documents\Language\Glossika\Korean\Complete Fluency\Glossika Korean Complete Fluency 1\Glossika Korean Complete Fluency 1.pdf,rename Korean Complete Fluency PDF
move,"C:\Users\Admin\Documents\Language\Campbell M., Dahye J. - Glossika Korean. Complete Fluency Course - 2016\1\GMS",C:\Users\Admin\Documents\Language\Glossika\Korean\Complete Fluency\Glossika Korean Complete Fluency 1\Audio\GMS,move Korean GMS audio
move,"C:\Users\Admin\Documents\Language\Campbell M., Dahye J. - Glossika Korean. Complete Fluency Course - 2016\2\Campbell M., Dahye J. - Glossika Korean. Complete Fluency Course 2 - 2016.pdf",C:\Users\Admin\Documents\Language\Glossika\Korean\Complete Fluency\Glossika Korean Complete Fluency 2\Glossika Korean Complete Fluency 2.pdf,rename Korean Complete Fluency PDF
move,"C:\Users\Admin\Documents\Language\Campbell M., Dahye J. - Glossika Korean. Complete Fluency Course - 2016\2\GMS",C:\Users\Admin\Documents\Language\Glossika\Korean\Complete Fluency\Glossika Korean Complete Fluency 2\Audio\GMS,move Korean GMS audio
move,"C:\Users\Admin\Documents\Language\Campbell M., Dahye J. - Glossika Korean. Complete Fluency Course - 2016\3\Campbell M., Dahye J. - Glossika Korean. Complete Fluency Course 3 - 2016.pdf",C:\Users\Admin\Documents\Language\Glossika\Korean\Complete Fluency\Glossika Korean Complete Fluency 3\Glossika Korean Complete Fluency 3.pdf,rename Korean Complete Fluency PDF
move,"C:\Users\Admin\Documents\Language\Campbell M., Dahye J. - Glossika Korean. Complete Fluency Course - 2016\3\GMS",C:\Users\Admin\Documents\Language\Glossika\Korean\Complete Fluency\Glossika Korean Complete Fluency 3\Audio\GMS,move Korean GMS audio
move,C:\Users\Admin\Documents\Language\_converted_pdf_text,C:\Users\Admin\Documents\Language\Glossika\_derived\converted_pdf_text,move converted text artifacts
move,C:\Users\Admin\Documents\Language\output\pdf,C:\Users\Admin\Documents\Language\Glossika\_derived\pdf_exports,move PDF export artifacts
move,C:\Users\Admin\Documents\Language\_converted_pdf_text.zip,C:\Users\Admin\Documents\Language\Glossika\_archives\_converted_pdf_text.zip,move Glossika archive/download metadata
move,"C:\Users\Admin\Documents\Language\Campbell M., Chen Sh. Камбел М., Чен Ш. - Glossika. Chinese Mandarine Complete Fluency Course. Business 1 Деловой китайский яз [rutracker-4936394].torrent","C:\Users\Admin\Documents\Language\Glossika\_archives\Campbell M., Chen Sh. Камбел М., Чен Ш. - Glossika. Chinese Mandarine Complete Fluency Course. Business 1 Деловой китайский яз [rutracker-4936394].torrent",move Glossika archive/download metadata
move,"C:\Users\Admin\Documents\Language\Campbell M., Chen Sh. Камбел М., Чен Ш. - Glossika. Chinese Mandarine Complete Fluency Course. Daily Life Повседневный китайск [rutracker-4940396].torrent","C:\Users\Admin\Documents\Language\Glossika\_archives\Campbell M., Chen Sh. Камбел М., Чен Ш. - Glossika. Chinese Mandarine Complete Fluency Course. Daily Life Повседневный китайск [rutracker-4940396].torrent",move Glossika archive/download metadata
move,"C:\Users\Admin\Documents\Language\Campbell M., Chen Sh., Yan S.Y. Кемпбел М., Чен Ш., Ян С.Ю. - Glossika. Chinese (Mandarin) Complete Fluency Course 1-3 Китайск [rutracker-4995988].torrent","C:\Users\Admin\Documents\Language\Glossika\_archives\Campbell M., Chen Sh., Yan S.Y. Кемпбел М., Чен Ш., Ян С.Ю. - Glossika. Chinese (Mandarin) Complete Fluency Course 1-3 Китайск [rutracker-4995988].torrent",move Glossika archive/download metadata
move,"C:\Users\Admin\Documents\Language\Campbell M., Shirakawa - Japanese Complete Fluency Course - 2015.zip","C:\Users\Admin\Documents\Language\Glossika\_archives\Campbell M., Shirakawa - Japanese Complete Fluency Course - 2015.zip",move Glossika archive/download metadata
move,C:\Users\Admin\Documents\Language\Glossika Mandarin Chinese.rar,C:\Users\Admin\Documents\Language\Glossika\_archives\Glossika Mandarin Chinese.rar,move Glossika archive/download metadata
