path,relative_path,name,extension,size,provider_guess
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1560_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1560_en.mp3,ZS_F2_1560_en.mp3,.mp3,31168,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1561_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1561_en.mp3,ZS_F2_1561_en.mp3,.mp3,20719,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1562_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1562_en.mp3,ZS_F2_1562_en.mp3,.mp3,29496,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1563_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1563_en.mp3,ZS_F2_1563_en.mp3,.mp3,19883,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1564_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1564_en.mp3,ZS_F2_1564_en.mp3,.mp3,34930,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1565_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1565_en.mp3,ZS_F2_1565_en.mp3,.mp3,22809,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1566_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1566_en.mp3,ZS_F2_1566_en.mp3,.mp3,40154,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1567_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1567_en.mp3,ZS_F2_1567_en.mp3,.mp3,18420,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1568_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1568_en.mp3,ZS_F2_1568_en.mp3,.mp3,14450,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1569_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1569_en.mp3,ZS_F2_1569_en.mp3,.mp3,18002,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1570_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1570_en.mp3,ZS_F2_1570_en.mp3,.mp3,24899,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1571_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1571_en.mp3,ZS_F2_1571_en.mp3,.mp3,20092,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1572_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1572_en.mp3,ZS_F2_1572_en.mp3,.mp3,15286,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1573_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1573_en.mp3,ZS_F2_1573_en.mp3,.mp3,16957,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1574_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1574_en.mp3,ZS_F2_1574_en.mp3,.mp3,22182,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1575_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1575_en.mp3,ZS_F2_1575_en.mp3,.mp3,19465,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1576_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1576_en.mp3,ZS_F2_1576_en.mp3,.mp3,15703,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1577_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1577_en.mp3,ZS_F2_1577_en.mp3,.mp3,36810,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1578_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1578_en.mp3,ZS_F2_1578_en.mp3,.mp3,16748,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1579_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1579_en.mp3,ZS_F2_1579_en.mp3,.mp3,29078,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1580_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1580_en.mp3,ZS_F2_1580_en.mp3,.mp3,29496,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1581_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1581_en.mp3,ZS_F2_1581_en.mp3,.mp3,11524,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1582_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1582_en.mp3,ZS_F2_1582_en.mp3,.mp3,29287,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1583_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1583_en.mp3,ZS_F2_1583_en.mp3,.mp3,28869,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1584_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1584_en.mp3,ZS_F2_1584_en.mp3,.mp3,26361,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1585_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1585_en.mp3,ZS_F2_1585_en.mp3,.mp3,23854,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1586_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1586_en.mp3,ZS_F2_1586_en.mp3,.mp3,28451,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1587_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1587_en.mp3,ZS_F2_1587_en.mp3,.mp3,23018,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1588_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1588_en.mp3,ZS_F2_1588_en.mp3,.mp3,12360,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1589_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1589_en.mp3,ZS_F2_1589_en.mp3,.mp3,20092,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1590_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1590_en.mp3,ZS_F2_1590_en.mp3,.mp3,35557,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1591_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1591_en.mp3,ZS_F2_1591_en.mp3,.mp3,25943,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1592_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1592_en.mp3,ZS_F2_1592_en.mp3,.mp3,20301,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1593_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1593_en.mp3,ZS_F2_1593_en.mp3,.mp3,18838,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1594_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1594_en.mp3,ZS_F2_1594_en.mp3,.mp3,24481,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1595_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1595_en.mp3,ZS_F2_1595_en.mp3,.mp3,23227,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1596_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1596_en.mp3,ZS_F2_1596_en.mp3,.mp3,18211,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1597_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1597_en.mp3,ZS_F2_1597_en.mp3,.mp3,22600,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1598_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1598_en.mp3,ZS_F2_1598_en.mp3,.mp3,21764,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1599_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1599_en.mp3,ZS_F2_1599_en.mp3,.mp3,31795,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1600_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1600_en.mp3,ZS_F2_1600_en.mp3,.mp3,24063,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1601_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1601_en.mp3,ZS_F2_1601_en.mp3,.mp3,31795,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1602_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1602_en.mp3,ZS_F2_1602_en.mp3,.mp3,30959,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1603_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1603_en.mp3,ZS_F2_1603_en.mp3,.mp3,37019,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1604_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1604_en.mp3,ZS_F2_1604_en.mp3,.mp3,30541,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1605_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1605_en.mp3,ZS_F2_1605_en.mp3,.mp3,26570,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1606_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1606_en.mp3,ZS_F2_1606_en.mp3,.mp3,27197,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1607_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1607_en.mp3,ZS_F2_1607_en.mp3,.mp3,30123,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1608_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1608_en.mp3,ZS_F2_1608_en.mp3,.mp3,19674,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1609_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1609_en.mp3,ZS_F2_1609_en.mp3,.mp3,34512,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1610_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1610_en.mp3,ZS_F2_1610_en.mp3,.mp3,36183,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1611_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1611_en.mp3,ZS_F2_1611_en.mp3,.mp3,26152,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1612_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1612_en.mp3,ZS_F2_1612_en.mp3,.mp3,32213,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1613_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1613_en.mp3,ZS_F2_1613_en.mp3,.mp3,25317,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1614_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1614_en.mp3,ZS_F2_1614_en.mp3,.mp3,34094,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1615_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1615_en.mp3,ZS_F2_1615_en.mp3,.mp3,25526,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1616_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1616_en.mp3,ZS_F2_1616_en.mp3,.mp3,32422,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1617_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1617_en.mp3,ZS_F2_1617_en.mp3,.mp3,23018,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1618_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1618_en.mp3,ZS_F2_1618_en.mp3,.mp3,31795,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1619_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1619_en.mp3,ZS_F2_1619_en.mp3,.mp3,25526,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1620_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1620_en.mp3,ZS_F2_1620_en.mp3,.mp3,31168,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1621_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1621_en.mp3,ZS_F2_1621_en.mp3,.mp3,23227,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1622_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1622_en.mp3,ZS_F2_1622_en.mp3,.mp3,16121,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1623_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1623_en.mp3,ZS_F2_1623_en.mp3,.mp3,24063,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1624_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1624_en.mp3,ZS_F2_1624_en.mp3,.mp3,19674,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1625_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1625_en.mp3,ZS_F2_1625_en.mp3,.mp3,24063,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1626_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1626_en.mp3,ZS_F2_1626_en.mp3,.mp3,21764,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1627_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1627_en.mp3,ZS_F2_1627_en.mp3,.mp3,13196,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1628_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1628_en.mp3,ZS_F2_1628_en.mp3,.mp3,19047,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1629_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1629_en.mp3,ZS_F2_1629_en.mp3,.mp3,18211,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1630_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1630_en.mp3,ZS_F2_1630_en.mp3,.mp3,21555,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1631_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1631_en.mp3,ZS_F2_1631_en.mp3,.mp3,21764,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1632_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1632_en.mp3,ZS_F2_1632_en.mp3,.mp3,21764,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1633_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1633_en.mp3,ZS_F2_1633_en.mp3,.mp3,16957,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1634_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1634_en.mp3,ZS_F2_1634_en.mp3,.mp3,20301,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1635_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1635_en.mp3,ZS_F2_1635_en.mp3,.mp3,23227,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1636_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1636_en.mp3,ZS_F2_1636_en.mp3,.mp3,41826,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1637_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1637_en.mp3,ZS_F2_1637_en.mp3,.mp3,30541,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1638_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1638_en.mp3,ZS_F2_1638_en.mp3,.mp3,26570,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1639_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1639_en.mp3,ZS_F2_1639_en.mp3,.mp3,26988,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1640_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1640_en.mp3,ZS_F2_1640_en.mp3,.mp3,19883,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1641_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1641_en.mp3,ZS_F2_1641_en.mp3,.mp3,15077,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1642_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1642_en.mp3,ZS_F2_1642_en.mp3,.mp3,35557,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1643_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1643_en.mp3,ZS_F2_1643_en.mp3,.mp3,33467,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1644_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1644_en.mp3,ZS_F2_1644_en.mp3,.mp3,19256,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1645_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1645_en.mp3,ZS_F2_1645_en.mp3,.mp3,13405,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1646_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1646_en.mp3,ZS_F2_1646_en.mp3,.mp3,31795,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1647_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1647_en.mp3,ZS_F2_1647_en.mp3,.mp3,26570,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1648_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1648_en.mp3,ZS_F2_1648_en.mp3,.mp3,18838,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1649_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1649_en.mp3,ZS_F2_1649_en.mp3,.mp3,12151,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1650_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1650_en.mp3,ZS_F2_1650_en.mp3,.mp3,31377,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1651_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1651_en.mp3,ZS_F2_1651_en.mp3,.mp3,31792,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1652_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1652_en.mp3,ZS_F2_1652_en.mp3,.mp3,19044,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1653_en.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\transcript_media\en\ZS_F2_1653_en.mp3,ZS_F2_1653_en.mp3,.mp3,19462,Glossika
